Halaman,Judul,Tautan,Penulis,Tahun,Sitasi,Institusi
5011,PENGARUH SELF EFFICACY DAN KECERDASAN EMOSIONAL TERHADAP KINERJA KARYAWAN PADA PERUSAHAAN UMUM DAERAH (PERUMDA) AIR MINUM TIRTA BANGKA KABUPATEN BANGKA,https://scholar.google.com/scholar?q=+intitle:'PENGARUH SELF EFFICACY DAN KECERDASAN EMOSIONAL TERHADAP KINERJA KARYAWAN PADA PERUSAHAAN UMUM DAERAH (PERUMDA) AIR MINUM TIRTA BANGKA KABUPATEN BANGKA',"WE Triana, SE Mulyaningrum
Universitas Pasundan Bandung, 2022",2022,0,"Universitas Pasundan Bandung, 2022"
5011,Understanding Barack Obama’s Characteristics through “Dreams from My Father”,https://scholar.google.com/scholar?q=+intitle:'Understanding Barack Obama’s Characteristics through “Dreams from My Father”',"R Setyowati
Register Journal 7 (2), 263-284, 2014",2014,3,"Register Journal 7 (2), 263-284, 2014"
5011,Differences in the fungal and bacterial composition in normal white as well as pink and purple discolored edible bird’s nests in terms of phenotypic and genotypic characteristics,https://scholar.google.com/scholar?q=+intitle:'Differences in the fungal and bacterial composition in normal white as well as pink and purple discolored edible bird’s nests in terms of phenotypic and genotypic characteristics',"SG Ningrum, A Indrawati, KT Aulia, M Plötz, A Abdulmawjood, A Kreitlow
Letters in Applied Microbiology 76 (2), 1-7, 2023",2023,1,"Letters in Applied Microbiology 76 (2), 1-7, 2023"
5011,BUKU PEMBELAJARAN DISCOVERY,https://scholar.google.com/scholar?q=+intitle:'BUKU PEMBELAJARAN DISCOVERY',"MP Dr. Usman M, S.Pd.,M.Pd Dr. Sam Hermansyah,S.Pd.,M.Pd Dr. Sumarlin Rengko ...
Penerbit: GETPRESS INDONESIA Anggota IKAPI No. 033/SBA/2022  Redaksi:  Jl …, 2024",2024,0,"Penerbit: GETPRESS INDONESIA Anggota IKAPI No. 033/SBA/2022  Redaksi:  Jl …, 2024"
5011,"Analisa Pengaruh Leverage, Profitabilitas Dan Ukuran Perusahaan Terhadap Pengungkapan Modal Intelektual (Studi Pada Sektor Perbankan Yang Listing Di Bursa Efek Indonesia (Bei …","https://scholar.google.com/scholar?q=+intitle:'Analisa Pengaruh Leverage, Profitabilitas Dan Ukuran Perusahaan Terhadap Pengungkapan Modal Intelektual (Studi Pada Sektor Perbankan Yang Listing Di Bursa Efek Indonesia (Bei …'","RA Putra, FT Kristanti, VJ Dillak
eProceedings of Management 5 (1), 2018",2018,0,"eProceedings of Management 5 (1), 2018"
5011,Peningkatan Keaktifan Dan Hasil Belajar Matematika Dengan Strategi Pembelajaran Aktif Tipe Firing Line (PTK Pada siswa kelas V11 DI SMP N 2 Wedi Klaten,https://scholar.google.com/scholar?q=+intitle:'Peningkatan Keaktifan Dan Hasil Belajar Matematika Dengan Strategi Pembelajaran Aktif Tipe Firing Line (PTK Pada siswa kelas V11 DI SMP N 2 Wedi Klaten',"R Trisnawati, HW Slamet
Universitas Muhammadiyah Surakarta, 2013",2013,0,"Universitas Muhammadiyah Surakarta, 2013"
5011,Where do bioactive compounds accumulate in fern? A histochemical analysis of seven therapeutic pteris from Tahura Soeryo,https://scholar.google.com/scholar?q=+intitle:'Where do bioactive compounds accumulate in fern? A histochemical analysis of seven therapeutic pteris from Tahura Soeryo',"S Sulisetijono, ES Sulasmi, MS Sari, K Mawaddah
AIP Conference Proceedings 2231 (1), 2020",2020,1,"AIP Conference Proceedings 2231 (1), 2020"
5011,Budaya Komunikasi Politik Transparan: Pelaporan Dana Kampanye PKS Jawa Barat pada Pemilu 2019,https://scholar.google.com/scholar?q=+intitle:'Budaya Komunikasi Politik Transparan: Pelaporan Dana Kampanye PKS Jawa Barat pada Pemilu 2019',"NN Hayati, NA Damayani, CC Priyatna
COMMUNICATION, 183, 2021",2021,0,"COMMUNICATION, 183, 2021"
5011,Perancangan Aplikasi Point Of Sale Pada Toko Kang Udin Berbasis Web,https://scholar.google.com/scholar?q=+intitle:'Perancangan Aplikasi Point Of Sale Pada Toko Kang Udin Berbasis Web',"B Hanggoro, F Yanti
OKTAL: Jurnal Ilmu Komputer dan Sains 2 (2), 379-87, 2023",2023,12,"OKTAL: Jurnal Ilmu Komputer dan Sains 2 (2), 379-87, 2023"
5011,Issues and Challenges When Metaverse Replaces the Workplace,https://scholar.google.com/scholar?q=+intitle:'Issues and Challenges When Metaverse Replaces the Workplace',"A Adhiatma, N Nurhidayati, O Fachrunnisa
Complex, Intelligent and Software Intensive Systems 2023, 243-249, 2023",2023,2,"Complex, Intelligent and Software Intensive Systems 2023, 243-249, 2023"
5012,Prevention and Detection of Fraud in Village Fund Supervision in Barito Kuala District,https://scholar.google.com/scholar?q=+intitle:'Prevention and Detection of Fraud in Village Fund Supervision in Barito Kuala District',"M Yuliastina, M Hudaya, W Nor
ASSETS: Jurnal Akuntansi Dan Pendidikan 9 (2), 156-170, 2020",2020,3,"ASSETS: Jurnal Akuntansi Dan Pendidikan 9 (2), 156-170, 2020"
5012,DAMPAK DARI KEPEMIMPINAN DAN MOTIVASI TERHADAP KINERJA KARYAWAN DI PT. KERETA API INDONESIA (PERSERO),https://scholar.google.com/scholar?q=+intitle:'DAMPAK DARI KEPEMIMPINAN DAN MOTIVASI TERHADAP KINERJA KARYAWAN DI PT. KERETA API INDONESIA (PERSERO)',"JP Gulo, L Tjun Tjun
Jurnal Ilmiah Manajemen Ubhara 5 (1), 81-92, 2023",2023,0,"Jurnal Ilmiah Manajemen Ubhara 5 (1), 81-92, 2023"
5012,Pembelajaran IPS di SD,https://scholar.google.com/scholar?q=+intitle:'Pembelajaran IPS di SD',"MP Dr. Sinta Maria Dewi, M.Pd, Dr. Husna Farhana
KOMOJOYO PRESS 1 (2024), 158, 2024",2024,0,"KOMOJOYO PRESS 1 (2024), 158, 2024"
5012,The Development Strategy of Fishing Fisheries (Katsuwonus,https://scholar.google.com/scholar?q=+intitle:'The Development Strategy of Fishing Fisheries (Katsuwonus',L Yapanto,2022,0,
5012,Implementation of Criminal Sanctions to Sexual Violence with Under Children (Case Study of Child Abuse in Makassar),https://scholar.google.com/scholar?q=+intitle:'Implementation of Criminal Sanctions to Sexual Violence with Under Children (Case Study of Child Abuse in Makassar)',"DT Subagiyo, H Sulistiyo
International Journal of Social Science And Human Research, 0",0000,0,"International Journal of Social Science And Human Research, 0"
5012,Edukasi Dismenore dan Pelatihan Senam Dismenore Untuk Meredakan Nyeri Haid: Dysmenorrhea Education and Dysmenorrhea Exercise Training to Relieve Menstrual Pain,https://scholar.google.com/scholar?q=+intitle:'Edukasi Dismenore dan Pelatihan Senam Dismenore Untuk Meredakan Nyeri Haid: Dysmenorrhea Education and Dysmenorrhea Exercise Training to Relieve Menstrual Pain',"D Hariyanti
Jurnal Pengabdian Kepada Masyarakat: Kesehatan 3 (4), 80-86, 2023",2023,0,"Jurnal Pengabdian Kepada Masyarakat: Kesehatan 3 (4), 80-86, 2023"
5012,KOMPETENSI KEPALA SEKOLAH DALAM PELAKSANAAN SUPERVISI PENDIDIKAN DI SDN UWEDIKAN KECAMATAN LUWUK TIMUR,https://scholar.google.com/scholar?q=+intitle:'KOMPETENSI KEPALA SEKOLAH DALAM PELAKSANAAN SUPERVISI PENDIDIKAN DI SDN UWEDIKAN KECAMATAN LUWUK TIMUR',"HA Aimang
OSF, 0",0000,0,"OSF, 0"
5012,Reconstructing social identity for sustainable future of Lumpur Lapindo victims,https://scholar.google.com/scholar?q=+intitle:'Reconstructing social identity for sustainable future of Lumpur Lapindo victims',"A Farida
Procedia Environmental Sciences 20, 468-476, 2014",2014,25,"Procedia Environmental Sciences 20, 468-476, 2014"
5012,Struktur Dan Mekanisme Tata Kelolah Lembaga Kerohanian,https://scholar.google.com/scholar?q=+intitle:'Struktur Dan Mekanisme Tata Kelolah Lembaga Kerohanian',"O Pasoloran, F Randa
Pepatudzu: Media Pendidikan dan Sosial Kemasyarakatan 18 (2), 126-135, 2022",2022,0,"Pepatudzu: Media Pendidikan dan Sosial Kemasyarakatan 18 (2), 126-135, 2022"
5012,Outcomes of Peripheral T-cell Lymphoma in the Current Era: 10 Year Experience at The Royal Marsden and Christie Hospitals.,https://scholar.google.com/scholar?q=+intitle:'Outcomes of Peripheral T-cell Lymphoma in the Current Era: 10 Year Experience at The Royal Marsden and Christie Hospitals.',"M Gleeson, K Linton, C Peckitt, A Gibb, EA Hawkes, M Back, B Yasar, ...
57th American Society of Hematology Annual Meeting and Exposition, 2015",2015,0,"57th American Society of Hematology Annual Meeting and Exposition, 2015"
5013,Analisis Perilaku Malware Malware Menggunakan Metode Analisis Dinamis,https://scholar.google.com/scholar?q=+intitle:'Analisis Perilaku Malware Malware Menggunakan Metode Analisis Dinamis',"K Ibrahim, F Dewanta, NDW Cahyani
eProceedings of Engineering 10 (5), 2023",2023,1,"eProceedings of Engineering 10 (5), 2023"
5013,Pengentasan buta aksara berbasis pendekatan â€ œsemua anak cerdasâ€ untuk guru SD,https://scholar.google.com/scholar?q=+intitle:'Pengentasan buta aksara berbasis pendekatan â€ œsemua anak cerdasâ€ untuk guru SD',"ANK Rosyidah, LH Affandi, M Erfan, I Oktaviyanti, MA Maulyda, I Hamdani
Jurnal Inovasi Hasil Pengabdian Masyarakat (JIPEMAS) 4 (3), 362-377, 2021",2021,8,"Jurnal Inovasi Hasil Pengabdian Masyarakat (JIPEMAS) 4 (3), 362-377, 2021"
5013,Knowledge and Attitude Factors of Pregnant Mothers in the Selection of Delivery Assistants in the North Sibolga 2021,https://scholar.google.com/scholar?q=+intitle:'Knowledge and Attitude Factors of Pregnant Mothers in the Selection of Delivery Assistants in the North Sibolga 2021',"RA Siregar, NS Batubara, NA Rangkuti
Tapanuli International Health Conference 2022 (TIHC 2022), 234-246, 2022",2022,0,"Tapanuli International Health Conference 2022 (TIHC 2022), 234-246, 2022"
5013,A ANALISIS KETERTARIKAN KONSUMEN MELALUI PROMOSI MEDIA SOSIAL INSTAGRAM PADA PRODUK IGOOD COFFEE,https://scholar.google.com/scholar?q=+intitle:'A ANALISIS KETERTARIKAN KONSUMEN MELALUI PROMOSI MEDIA SOSIAL INSTAGRAM PADA PRODUK IGOOD COFFEE',"KR Rustam, RS Rahmawati, CDE Handayani
Kajian Ekonomi dan Bisnis 19 (1), 42-54, 2024",2024,0,"Kajian Ekonomi dan Bisnis 19 (1), 42-54, 2024"
5013,"The Role of Competence, Culture, and Socio-spiritual Factors in the Implementation of the Village Financial System","https://scholar.google.com/scholar?q=+intitle:'The Role of Competence, Culture, and Socio-spiritual Factors in the Implementation of the Village Financial System'","D Ekaningtias
The Indonesian Accounting Review 12 (1), 41-49, 2022",2022,2,"The Indonesian Accounting Review 12 (1), 41-49, 2022"
5013,"Integrasi Pasar Beras dan Gula di Thailand, Filipina dan Indonesia","https://scholar.google.com/scholar?q=+intitle:'Integrasi Pasar Beras dan Gula di Thailand, Filipina dan Indonesia'","D Aryani
IPB (Bogor Agricultural University), 2009",2009,1,"IPB (Bogor Agricultural University), 2009"
5013,"Pengaruh Audit Tenure, Profitabilitas, Solvabilitas, dan Ukuran Perusahaan Terhadap Audit Delay (Studi Pada Perusahaan Pertambangan yang Terdaftar di Bursa Efek Indonesia …","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Audit Tenure, Profitabilitas, Solvabilitas, dan Ukuran Perusahaan Terhadap Audit Delay (Studi Pada Perusahaan Pertambangan yang Terdaftar di Bursa Efek Indonesia …'","SA Salsabila
Universitas Telkom, S1 Akuntansi, 2020",2020,14,"Universitas Telkom, S1 Akuntansi, 2020"
5013,Etnografi Virtual Interaksi Dalam Postingan Meminta Pendapat Pada Pengikut Akun Twitter@ Askrlfess,https://scholar.google.com/scholar?q=+intitle:'Etnografi Virtual Interaksi Dalam Postingan Meminta Pendapat Pada Pengikut Akun Twitter@ Askrlfess',"S Riyanti, MI Romadhan, H Kusumaningrum
PROSIDING SEMINAR NASIONAL MAHASISWA KOMUNIKASI (SEMAKOM) 2 (1, Januari), 51-60, 2024",2024,0,"PROSIDING SEMINAR NASIONAL MAHASISWA KOMUNIKASI (SEMAKOM) 2 (1, Januari), 51-60, 2024"
5013,Keluarga Besar Penyair Bangkalan,https://scholar.google.com/scholar?q=+intitle:'Keluarga Besar Penyair Bangkalan',"S SAKRIM, ML MASYARAKAT LUMPUR
STKIP PGRI BANGKALAN, 0",0000,0,"STKIP PGRI BANGKALAN, 0"
5013,Sistem Pendukung Keputusan Dengan Menggunakan Metode ELECTRE II Dalam Menentukan Faktor Yang Mempengaruhi Pemilihan Sabun Mandi,https://scholar.google.com/scholar?q=+intitle:'Sistem Pendukung Keputusan Dengan Menggunakan Metode ELECTRE II Dalam Menentukan Faktor Yang Mempengaruhi Pemilihan Sabun Mandi',"N Fazariani, RF Sari, R Aprilia
Euler: Jurnal Ilmiah Matematika, Sains dan Teknologi 12 (2), 131-138, 2024",2024,0,"Euler: Jurnal Ilmiah Matematika, Sains dan Teknologi 12 (2), 131-138, 2024"
5014,Pembuatan Biodiesel Dari Minyak Biji Nyamplung Dengan Sintesis Katalis Basa Na2SiO3/Fe3O4,https://scholar.google.com/scholar?q=+intitle:'Pembuatan Biodiesel Dari Minyak Biji Nyamplung Dengan Sintesis Katalis Basa Na2SiO3/Fe3O4',"H Bahar, E Saputra, Z Zultiniar
Jurnal Online Mahasiswa Fakultas Teknik Universitas Riau 4 (2), 1-5, 0",0000,0,"Jurnal Online Mahasiswa Fakultas Teknik Universitas Riau 4 (2), 1-5, 0"
5014,Forest Habitats in the Nature Reserve ROSCI 0032 Rudariei Gorges,https://scholar.google.com/scholar?q=+intitle:'Forest Habitats in the Nature Reserve ROSCI 0032 Rudariei Gorges',"IM Imbrea, C Corpade, AM Corpade, AL Nicolin
Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj …, 2016",2016,1,"Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj …, 2016"
5014,TIJAUAN TERHADAP PENDIDIKAN DAN PENGEMBANGAN MASYARAKAT DALAM IMPLIKASI LITERASI DIGITAL TERHADAP PENCAPAIAN SDGS 2030,https://scholar.google.com/scholar?q=+intitle:'TIJAUAN TERHADAP PENDIDIKAN DAN PENGEMBANGAN MASYARAKAT DALAM IMPLIKASI LITERASI DIGITAL TERHADAP PENCAPAIAN SDGS 2030',"RK Mugni, K Hisyam, IF Rachman
MERDEKA: Jurnal Ilmiah Multidisiplin 1 (5), 274-278, 2024",2024,2,"MERDEKA: Jurnal Ilmiah Multidisiplin 1 (5), 274-278, 2024"
5014,STRESS PENGASUHAN PADA IBU RUMAH TANGGA BERPENDIDIKAN RENDAH YANG MENDAMPINGI PEMBELAJARAN DARING SISWA SEKOLAH DASAR,https://scholar.google.com/scholar?q=+intitle:'STRESS PENGASUHAN PADA IBU RUMAH TANGGA BERPENDIDIKAN RENDAH YANG MENDAMPINGI PEMBELAJARAN DARING SISWA SEKOLAH DASAR',"F Ihza Jazyla, J Prasetyaningrum
Universitas Muhammadiyah Surakarta, 2023",2023,0,"Universitas Muhammadiyah Surakarta, 2023"
5014,PENERAPAN MEDIA PEMBELAJARAN BERBASIS ICT UNTUK MENINGKATKAN HASIL BELAJAR PESERTA DIDIK SD NEGERI 2 JULI PADA MATERI GAYA,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN MEDIA PEMBELAJARAN BERBASIS ICT UNTUK MENINGKATKAN HASIL BELAJAR PESERTA DIDIK SD NEGERI 2 JULI PADA MATERI GAYA',"khairunnisak, C Niesa
JUPENDAS (Jurnal Pendidikan Dasar), 12-16, 2023",2023,1,"JUPENDAS (Jurnal Pendidikan Dasar), 12-16, 2023"
5014,Effect of Physiological Maturity and Germinating Media on Zanzibar Clove Seeds Viability,https://scholar.google.com/scholar?q=+intitle:'Effect of Physiological Maturity and Germinating Media on Zanzibar Clove Seeds Viability',"RVHR Pelealu, E Widajati, FC Suwarno
Buletin Penelitian Tanaman Rempah dan Obat 30 (2), 81-89, 2019",2019,0,"Buletin Penelitian Tanaman Rempah dan Obat 30 (2), 81-89, 2019"
5014,"Pengaruh hari perdagangan terhadap return saham: pengujian Monday effect, Friday effect, dan week four effect di BEI (studi kasus pada perusahaan LQ-45 yang listing di BEI …","https://scholar.google.com/scholar?q=+intitle:'Pengaruh hari perdagangan terhadap return saham: pengujian Monday effect, Friday effect, dan week four effect di BEI (studi kasus pada perusahaan LQ-45 yang listing di BEI …'","M Putra
Universitas Negeri Malang, 2013",2013,0,"Universitas Negeri Malang, 2013"
5014,MODUL Relationship Database Management System (RDBMS),https://scholar.google.com/scholar?q=+intitle:'MODUL Relationship Database Management System (RDBMS)',"A Setiawan, S Kom, M MM",0000,0,
5014,Dietary methionine requirement of laying hens,https://scholar.google.com/scholar?q=+intitle:'Dietary methionine requirement of laying hens',"I Ahmad, MA Sial, SĚ Rasool
Pak. J. Agri. SCi 27 (1), 12",1990,0,"Pak. J. Agri. SCi 27 (1), 12"
5014,PSAK 109: The Efforts to realize Zakat Governance in Baznas Province of South Sulawesi,https://scholar.google.com/scholar?q=+intitle:'PSAK 109: The Efforts to realize Zakat Governance in Baznas Province of South Sulawesi',"J Majid, A Asse, F Fatimah, F Fajrin
LAA MAISYIR: Jurnal Ekonomi Islam, 233-247, 2020",2020,0,"LAA MAISYIR: Jurnal Ekonomi Islam, 233-247, 2020"
5015,Peningkatan Pengetahuan Remaja Tentang Dismenore dengan Pendekatan Peer Group Education,https://scholar.google.com/scholar?q=+intitle:'Peningkatan Pengetahuan Remaja Tentang Dismenore dengan Pendekatan Peer Group Education',"R Ratnaeni, K Amelia, A Hasliani, R Rahmawati
SWARNA: Jurnal Pengabdian Kepada Masyarakat 3 (7), 536-540, 2024",2024,0,"SWARNA: Jurnal Pengabdian Kepada Masyarakat 3 (7), 536-540, 2024"
5015,Improve Underhand Service Achievement In Volleyball Games With Rubber Ball Media,https://scholar.google.com/scholar?q=+intitle:'Improve Underhand Service Achievement In Volleyball Games With Rubber Ball Media',"A Ramadanisti, AF Nasution
Journal Physical Health Recreation (JPHR) 3 (2), 105-110, 2023",2023,1,"Journal Physical Health Recreation (JPHR) 3 (2), 105-110, 2023"
5015,Penerapan Terapi Relaksasi Benson pada Pasien Koriokarsinoma: Studi Kasus,https://scholar.google.com/scholar?q=+intitle:'Penerapan Terapi Relaksasi Benson pada Pasien Koriokarsinoma: Studi Kasus',"Y Herien, AR Mansur, RA Viona
Eureka Media Aksara, 2024",2024,0,"Eureka Media Aksara, 2024"
5015,Perancangan Sign System Green House Lezatta,https://scholar.google.com/scholar?q=+intitle:'Perancangan Sign System Green House Lezatta',"M Sayuti, A Munisa
Judikatif: Jurnal Desain Komunikasi Kreatif 5 (2), 91-96, 2023",2023,5,"Judikatif: Jurnal Desain Komunikasi Kreatif 5 (2), 91-96, 2023"
5015,Training of Trainers for Women Anti-Drug Dealers in Bagan Deli Village,https://scholar.google.com/scholar?q=+intitle:'Training of Trainers for Women Anti-Drug Dealers in Bagan Deli Village',"Sunarmi, Suhaidi
ABDIMAS TALENTA: Jurnal Pengabdian Kepada Masyarakat 6 (2), 449-454, 2021",2021,0,"ABDIMAS TALENTA: Jurnal Pengabdian Kepada Masyarakat 6 (2), 449-454, 2021"
5015,Parental emotional coaching untuk meningkatkan gaya pengasuhan dan penerimaan orang tua terhadap anak tunarungu,https://scholar.google.com/scholar?q=+intitle:'Parental emotional coaching untuk meningkatkan gaya pengasuhan dan penerimaan orang tua terhadap anak tunarungu',"SK Kusnadi, A Agustin
Jurnal Psikologi Teori dan Terapan 9 (2), 148-159, 2019",2019,9,"Jurnal Psikologi Teori dan Terapan 9 (2), 148-159, 2019"
5015,Pelanggaran Prinsip Kesantunan Berbahasa dalam Kolom Komentar Akun Instagram Najwa Shihab pada “Tragedi Kanjuruan”,https://scholar.google.com/scholar?q=+intitle:'Pelanggaran Prinsip Kesantunan Berbahasa dalam Kolom Komentar Akun Instagram Najwa Shihab pada “Tragedi Kanjuruan”',"SN Azizah
Jurnal Latihan Bahasa dan Sastra Indonesia serta Pengajarannya 1 (1), 1-9, 2022",2022,1,"Jurnal Latihan Bahasa dan Sastra Indonesia serta Pengajarannya 1 (1), 1-9, 2022"
5015,"KAJIAN SIFAT FISIKO KIMIA DAN INDEKS GLIKEMIK OYEK DAN TIWUL DARI UMBI GARUT (Marantha arundinaceae L.), SUWEG (Amorphallus campanullatus BI)...","https://scholar.google.com/scholar?q=+intitle:'KAJIAN SIFAT FISIKO KIMIA DAN INDEKS GLIKEMIK OYEK DAN TIWUL DARI UMBI GARUT (Marantha arundinaceae L.), SUWEG (Amorphallus campanullatus BI)...'","V Hasan, S Astuti
Fakultas Pertanian",2012,0,Fakultas Pertanian
5015,Peranan Gulma Chromoleana odorata dan Sabut Kelapa sebagai Bahan Baku Pupuk Organik Cair Menggantikan Pupuk Kalium untuk Pertumbuhan dan Hasil Padi Ladang,https://scholar.google.com/scholar?q=+intitle:'Peranan Gulma Chromoleana odorata dan Sabut Kelapa sebagai Bahan Baku Pupuk Organik Cair Menggantikan Pupuk Kalium untuk Pertumbuhan dan Hasil Padi Ladang',"YN Jamilah, Y Marni
Padang: Prosiding Semnas Politani Payakumbuh Sumatera Barat 1 (1), 99-106, 2013",2013,8,"Padang: Prosiding Semnas Politani Payakumbuh Sumatera Barat 1 (1), 99-106, 2013"
5015,Study of Habitat Characteristic and Ethnobotanical Aspects of Komak Beans (Fabaceae) in North Lombok Regency,https://scholar.google.com/scholar?q=+intitle:'Study of Habitat Characteristic and Ethnobotanical Aspects of Komak Beans (Fabaceae) in North Lombok Regency',"Y Maulidan, S Sukiman, K Sukenti, NI Julisaniah, R Kurnianingsih
Jurnal Biologi Tropis 22 (4), 1347-1360, 2022",2022,1,"Jurnal Biologi Tropis 22 (4), 1347-1360, 2022"
